name,state,city,address,lattitude,longitude,type,ac_slow_price,ac_fast_price,dc_slow_price,dc_fast_price
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,16.0,9.673078043351362,14.344010838208685,17.834036042139054,20.897579107960418
u00a0EESL Sushma Swaraj Bhawan,Delhi,Delhi,"Susma swaraj Bhawan, MEA, New Delhi",28.59583333,77.18055556,16.0,7.203833068861859,12.850898887703591,17.628163119961375,22.647904235140672
EESL Delhi Haat,Delhi,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.572793,77.208662,16.0,9.188082246226223,10.951885095192322,15.864764988811428,23.233815105130866
EESL Chelmsford Club,Delhi,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61826041,77.21256986,16.0,7.692599826896225,14.006905714885985,17.847817126836848,23.117600106805277
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,16.0,9.311418581662952,13.933556895075458,17.08853213879538,22.352770894181464
EESL Legislative Assembly Goa,Goa,Goa,"GDA, Goa",15.51047222,73.83722222,16.0,9.423514086552915,13.561783544541854,16.818364937964443,20.444116351061503
ANERT-EESL Ernakulam Kerala,Kerala,Kochi,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031",9.977164,76.27777,16.0,7.759138473212317,14.250697267825789,17.024783765854572,22.644962496804766
HAREDA EESL Panchkula,Haryana,Panchkula,"HAREDA, Akshay Urja Bhawan , Institutional plot No.1 Sector-17 Panchkula , 134109 Haryana",30.695929,76.834874,16.0,8.755769895024141,11.095987494274295,15.96574218865437,23.575451512786106
ANERT-EESL AUTOKAST Kerala,Kerala,Perunnermangalam,"AUTOKAST premises, South East End adjacent to NH 66, Mararikulam North Village, Perunnermangalam, Muriyil.",9.63628,76.3352,16.0,8.029313348462438,11.850645528040731,17.1273505011116,19.88059136523629
ANERT-EESL Sangamukham Kerala,Kerala,Thiruvanthapuram,"Sanghumukham DTPC office, Shanghumukham beach, thiruvananthapuram,Kerala- 605007",8.481159,76.912456,16.0,9.143975420652765,14.16114888253519,15.87462948235857,23.2716847956966
ANERT-EESL Thycaud Kerala,Kerala,Thiruvanthapuram,"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014",8.4927752,76.9572956,16.0,8.450919514911988,13.455029025107475,17.51677804478606,21.297018615777926
KSEB NEMOM,Kerala,THIRUVANANTHAPURAM,NEYYATTINKARA,8.460016017,77.00402472,16.0,8.717747572679109,12.6991706517274,17.228604699450777,21.839993075080965
KSEBL OLAI,Kerala,THIRUVANANTHAPURAM,"NH 66, T D Nagar, Olayil, High School Jun, Kollam, Kerala 691009",8.892952791,76.57878733,16.0,7.715718410829333,14.730129373139803,17.457046912252718,23.38541930863584
KSEBL PALARIVATTOM,Kerala,THIRUVANANTHAPURAM,"Palarivattom - Edappally Rd, Sonia Nagar, Palarivattom, Ernakulam, Kerala 682565",10.00552573,76.3050448,16.0,9.092279566805638,13.589916482319724,16.127794359130927,23.878847546217763
KSEBL VIYYUR,Kerala,THIRUVANANTHAPURAM,"H668+2VH, Padukad, Keltron Nagar, Kolazhy, Thrissur, Kerala 680010",10.56052307,76.2172408,16.0,9.379353916470027,10.780408796054303,15.254567193704158,18.810638966121154
KSEBL NALLALAM,Kerala,THIRUVANANTHAPURAM,"Modern Bazar, Nallalam, Kozhikode, Kerala 673018",11.20838069,75.80848587,16.0,7.2348191601204626,11.93575034742127,15.302214841612967,22.914050454808958
KSEBL CHOVVA,Kerala,THIRUVANANTHAPURAM,"Kannur - Kuthuparamba Rd, Elayavoor, Kerala 670331",11.86893912,75.40316573,16.0,7.584805184706582,12.413991149105234,15.266370861957864,18.737834896637676
MG AHMEDABAD MAKARBA,Gujarat,AHMEDABAD,"PLOT NO 2,GROUND FLOOR,SURVEY NO 841/1 AND 2,10,SIGNATURE 1 ,NEAR OLD RAILWAY LINE,SG HIGHWAY,MAKARBA,GUJARAT 3850051 AHMEDABAD",22.996681,72.498226,20.0,8.914317153778637,10.408397372009683,15.144535429038301,22.918035801048134
MG BENGALURU,Karnataka,ELECTRONIC CITY,"195/6/2,WARD NO 192,BHARATENA AGRAHARA,LAVA KUSHA NAGAR,HOSUR ROAD,KARNATAKA 560100 BENGALURU",12.865032,77.657853,20.0,7.9806002105336855,13.637506315248658,16.367082573939044,21.658587621366134
MG GURGAON SECTOR 15,Haryana,GURUGRAM,"32,MILESTONE,EXPERION CENTER,SECTOR 1,NH-8,HARYANA 122001 GURUGRAM",28.462298,77.048472,20.0,8.894546594962105,10.527972287660093,16.964353117113717,23.47336551960496
IOC MADINAGUDA,Telangana,HYDERABAD,"SURVEY NO 98 MIYAPUR MAIN ROAD,MADINAGUDA HAFEEZPET,TELENGANA 500050 HYDERABAD",17.494851,78.336467,20.0,8.561772654502425,14.242232419311545,15.280559753468575,20.8321681783294
HMR MADHAPUR,Telangana,HYDERABAD,"PLOT NO 735 ROAD NO 37 AND 38LEFT LANE AFTER CROMA,CBI COLONY JUBLI HILLS,HYDERABAD.TELENGANA 500033",17.435968,78.40003,20.0,8.302279972248936,11.632713296011985,15.373220143617885,20.81256875341061
MG HYDERABAD JUBILEE HILLS,Telangana,HYDERABAD,"8-2-120/86, 10A, opposite Hotel park hyatt, Rd no2, Banjara hills, hyderabad, 500033",17.523923,78.430328,20.0,9.97216027525748,11.47267712500657,15.527734935507643,19.242551122175616
HMR BEGUMPET,Telangana,HYDERABAD,"7-1-22/A Begumpet flyover, Leelanagar, Ameerpet, Telanagana 500016",17.438229,78.457263,20.0,7.2678877437056,12.648675113053482,16.857778938730597,21.88001519115039
IOC BEGUMPET,Telangana,HYDERABAD,"BEGUMPET,HYDERABAD,TELENGANA,INDIA,TELENGANA,500016,HYDERABAD",17.444838,78.466949,20.0,9.04017300285898,12.949098750802598,15.926969593779429,21.18566578617821
MG MOHALI SECTOR 82,Punjab,MOHALI ,"MG MOHALI,PLOT NO 3,JANATA INDUSTRIAL ESTATE SECTOR 82,SAS NAGAR,MOHALI,PUNAB,PUNJAB,160082 MOHALI",30.661356,76.731482,20.0,8.067288293178667,11.69043285259253,16.52484461992337,18.425475710766847
MG DELHI SHIVAJI MARG,Delhi,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66196,77.152242,20.0,7.080851631425489,14.415882534491384,15.56528352532613,19.42088499553076
MG DELHI LAJPAT NAGAR,Delhi,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.564863,77.236743,20.0,7.738709200683152,11.152631230578976,16.84304723512377,21.784812066627893
McDonalds,Maharashtra,Kolhapur,"Shop No 1C, Hissa No 1, Plot No 1/K1, next to Klin Fuel Technology, Sarnobatwadi Kolhapur Maharashtra 416004",16.6869187,74.2703805,21.0,8.282146888043734,14.865840664190507,15.690706419925128,20.64608641265369
Hotel Marigold,Telangana,Hyderabad,"Ameerpet Rd, Leela Nagar, Begumpet, Hyderabad, Telangana 500016",17.437257,78.4522943,21.0,8.924702114247681,13.025870083847689,15.977224552963428,19.065450623005283
BSES RAPID CHARGING ZONE,Delhi,Patparkang,"Narwana,Patparkang road,I-P Extension",28.62145,77.293556,14.0,8.2715680692994,10.27595447099619,16.485936946425394,21.18034609207345
Relux Experience Centre (ABS e-auto & Charger),Tamil Nadu,Chennai,"NO: 16/8, PRV Towers, GST Road, Guindy, Chennai, Tamil Nadu - 600 032",13.00777749,80.20730884,19.0,8.487819367537888,14.08771329108437,15.336432043718958,19.446521873850635
Hotel Aishwarya Bhavan (Safa Electric),Tamil Nadu,Villupuram,"Chennai - Trichy Highway, Tindivanam, Tamil Nadu - 604001",12.24034498,79.66228159,19.0,8.377369393562839,14.685860990270747,16.49472469259117,23.243047350327473
RR Charging Station (RR Charging Station),Tamil Nadu,Ambur,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",12.77988445,78.71776971,19.0,7.369635111123474,14.219889034230512,15.14547505151601,18.291684915054546
Sihla Energy Sihla Energy,Kerala,Malappuram,"Thrissur-Kunnakulam SH 69, Valayankulam, Kerala - 679591",10.73477485,76.04854399,19.0,8.501294899693841,14.271581461245962,16.117419226568114,23.319140335358114
Hotel Sangeetha (Duriyam Charging Station),Tamil Nadu,Namakkal,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",11.19362344,78.10483415,19.0,7.063649613676671,10.401429288195942,17.338270708483215,20.791681467310813
Hotel Temple City Lake (Inn KSN Charging Station),Tamil Nadu,Madurai,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",9.987081053,78.24154444,19.0,9.034557121562589,14.622770499186062,16.318885182682383,21.867885456731965
Alps Residency - A Bergamont Group of Hotel-,Tamil Nadu,Krishnagiri,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",12.54250304,78.20153274,19.0,9.162371847531134,10.001527479682796,15.134670306738792,22.50518225637573
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),Tamil Nadu,Vellore,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",12.9023796,78.93386744,19.0,8.69959493380475,12.101048762610752,17.49697607219834,23.072014700705456
AIMA Charging Station ,Kerala,Palakkad,"Naduvattam, Kringanad Rd, VIlayur ",10.887677,76.189595,19.0,7.489524751871292,11.961524894300526,17.593431378045057,23.933326083765508
Bhimas Residency Hotel ,Andhra pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62754649,79.43056383,19.0,7.72022430488197,12.244196559687833,15.628303828154934,19.723524594786596
RMS Towers (Ero_G Electric Charging Station),Tamil Nadu,Erode,"NH544, Kovai to Salem Road, Solipalayam, ",11.30199446,77.60004376,19.0,7.963404265087327,12.281242366570059,17.128271057955978,20.856613902857177
Hotel JAS,Andhra pradesh,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39957297,82.68113802,19.0,8.988332808982557,14.562285060353801,16.498825459146598,23.773769552155365
Unger India pvt India,Haryana,GURUGRAM,"71, Udyog Vihar Phase 1, Udyog Vihar, Sector 19, Gurugram, Haryana 122016",28.499,77.08356,13.0,8.30454747520247,14.734279701276979,17.214751996741562,18.609577789464044
Paschim Vidyut Vitaran Pologround,Madhya Pradesh,UJJAIN,"GPH Compound, Polo Ground, Indore, Madhya Pradesh 452003",23.24006,75.78122,13.0,8.458493189178595,10.183403510292246,16.6961984175185,18.143974461909163
ADYAR ANANDA BHAVAN,Tamil Nadu,ATTUR,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11.591985,78.627219,11.0,7.437602222685756,13.523188232371115,16.73785230302316,20.52633662714522
SREE ANNAPOORNA HOTEL,Tamil Nadu,AVINASHI,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11.175093,77.263374,11.0,8.740212720073197,12.66599741827678,17.82221847025707,22.041470050697956
VR MALL WHITEFIELD,Karnataka,BANGALORE,"Whitefield Main Road,Mahadevapura,Bengaluru,Karnataka 560048",12.996362,77.695802,,9.0931936614541,14.849968159751423,17.155401282827533,23.275576008478676
THE FORUM MALL,Karnataka,BANGALORE,"B1-12,Parking,Hosur road,Koramangala,Bengaluru,Karnataka 560095",12.934801,77.610918,11.0,9.871132815682257,14.921863187456374,17.817895359143023,18.13622047529215
Kanthari Restaurants & Banquets,Kerala,Changanassery,"Bypass Road, near AKM school, Changanassery, Kerala 686101",9.4551752,76.5425594,11.0,9.134879229331254,12.438331207264456,15.492443189778966,18.770636751972745
BROOKFIELDS MALL ,Tamil Nadu,COIMBATORE,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11.008935,76.95954,11.0,8.194350472207365,12.220045689968028,16.595036591428254,18.707018644533267
HiLITE Mall,Kerala,Kozhikode,"G1003, NH 66, Kozhikode Bypass, Poovangal, Kozhikode, Kerala 673014",11.2484737,75.8335122,11.0,7.07982012922386,11.686789829433707,15.951423070834785,23.09400608983437
HOTEL SURYA COMPLEX,Tamil Nadu,KRISHNAGIRI,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",12.582141,78.157101,11.0,8.627690362695445,10.700496152740845,16.225176865816447,22.14765896176099
MALL OF MYSORE,Karnataka,MYSURU,"MG Road,Indira Nagar Extension,Nazarbad Mohalla,Mysuru,Karnataka 570010",12.298073,76.664021,11.0,8.143352311517324,12.820670579411374,15.667948456494335,23.887403936021474
SHREE SARAVANA BHAVAN,Tamil Nadu,SANKAGIRI,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11.519342,77.935042,11.0,8.591346101114752,11.850710078958349,15.630510440034296,20.169953198649207
Aswins Veg Restaurant,Tamil Nadu,Perambalur,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11.2064644,78.8812406,11.0,8.955142255122652,14.129446077416237,15.136375080118095,23.392254682928183
Cafu00e9 Udupi Ruchi,Tamil Nadu,Ulundurpet,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11.7194357,79.3364597,11.0,9.33731336606225,12.814587296765303,15.165913102055963,18.797879398632503
Grand mall,Kerala,Kochi ,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala 682024",10.0243734,76.3088679,11.0,9.341460493214758,11.31869193739928,17.46549364576024,18.739828359281784
Hotel Kodai International,Tamil Nadu,Kodaikanal,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",10.2428087,77.4983634,11.0,8.37523704007396,12.426197204193109,16.4839307663687,20.65886696462625
Hotel Kadamba ,Karnataka,Banglore,"Hotel Kadamba Veg, 272/2, Nice Road Junction, Bangalore, SH17, Bengaluru, Karnataka 560060",12.9019627,77.468995,11.0,9.305262147137391,13.31744974660753,16.955129900756692,20.627566420216137
Annapoorna Cafe,Kerala,Angamali,"69FG+56H, Karukutty, Kerala 683572",10.2230435,76.3755255,11.0,8.805623304818358,13.236921790571412,17.606831727724597,21.55341713073146
D square Mall,Tamil Nadu,Shoolagiri,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",12.6462747,78.0470111,11.0,9.611364685549763,10.364491038826701,15.56229419202681,22.36169229453551
Hotel Devaragam,Kerala,Guruvayur,"Outer Ring Road, Opp Railway Station, East Nada, Guruvayur, Kerala 680101",10.5955128,76.0443322,11.0,8.95863440737709,10.097305956504194,17.400455541249183,21.400726625922935
Gokul Oottupura NH 47 Veetarian Restaurant,Kerala,Kochi ,"NH bypass, near Modern Lights, Padivattom, Edappally, Ernakulam, Kerala 682024",10.0111333,76.3123714,11.0,7.547393630025957,12.34727263115924,17.55042517369016,18.768055833286713
ADAYAR ANANDA BHAVAN,Tamil Nadu,THINDIVANAM,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",12.297694,79.73365,11.0,9.256799706287183,12.098478198456862,15.958721043518436,18.009807447478593
Adyar Ananda Bhavan I Navakkarai,Tamil Nadu,Walayar,"Adyar Ananda Bhavan Restaurant, 285, Palakkad Main Rd, MahendraMedu, Navakarai, Coimbatore, Tamil Nadu 641105",10.8559461,76.8625309,11.0,8.234036805382082,11.532033696700337,16.764994587136968,19.94409469701823
Adyar Ananda Bhavan I Rasipuram,Tamil Nadu,Rasipuram,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11.4922712,78.1535774,11.0,7.866679390706463,14.406348721941196,16.915247540831867,23.920587812172798
Ganpat Grand I Palani,Tamil Nadu,Palani,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",10.4425816,77.5203903,11.0,7.017411900193219,12.760483069588815,16.949412906674503,19.835526438270627
Aasai Aasai Anandha Bhavan | Omalur,Tamil Nadu,Omalur,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11.7592238,78.4273441,11.0,9.047646433173261,13.097944473224453,15.822509052466714,23.40677161488822
Hotel Temple City I Thirumangalam,Tamil Nadu,Thirumangalam,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",9.7590386,77.9791582,11.0,8.418988537019246,13.747232807699657,17.921362284673606,18.45852306368004
Hotel Temple City I vadippatti,Tamil Nadu,Vadippatti,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020","10.0804337,",77.9776792,11.0,8.32468460551509,14.77068896961194,15.349161463505542,23.956042375182776
Hotel Paakashala I Yediyur,Karnataka,Yediyur,"Paakashala @ Yediyur, Koppa Bangalore Mangalore Highway, NH75, Kunigal, Karnataka 572142",12.9902212,76.8816809,11.0,7.658683419258564,13.876819884299259,17.08247195599274,22.887214771791015
A S M ABDUL CADER AND CO,TAMIL NADU,CHENNAI,"A S M ABDUL CADER AND CO, DOOR NO 355 CEMENT ROAD, ALANDUR, MEENAMBAKKAM,CHENNAI, TAMIL NADU, 600016",12.99431,80.18706,10.0,8.86282060543101,10.717293432613689,15.556699017573177,20.85867967326466
"BP,GHAR-MARAIMALAI NAGAR",TAMIL NADU,CHENGALPATTU,"BP,GHAR-MARAIMALAI NAGAR, SY NO 336/6 ( PART ), NH-45, GST RO, MARAIMALAI NAGAR, CHENGALPATTU, TAMILNADU, 603209",12.78326,80.01671,10.0,9.446854240789243,10.388664743584258,16.76742032242762,21.203967886023285
SAKTHI MADUMALAR AGENCIES,TAMIL NADU,CHENGALPATTU,"SAKTHI MADHUMALAR AGENCIES, NH-45 CHENNAI-TRICHY HIGHWAY, MELMARUVATHUR, CHENGALPATTU, TAMIL NADU, 603319",12.43395,79.83235,10.0,8.21975263610768,10.792040597752596,16.9751014651463,20.422560482225393
SRI VENNI AGENCIES,TAMIL NADU,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 52/6B1 & 52/7A1, NH38, Chennai Trichy Highway, CHINNAVALAVANUR, VILLUPURAM, TN-604302",12.16381,79.61146,10.0,7.823367142153459,13.180231791897633,16.466218270937375,23.508360153483036
RAVIE AGENCIES,TAMIL NADU,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 148/1, NH38, Chennai Trichy Highway, V. SALAI, VIKRAVANDI, VILLUPURAM, TN-605652",12.06382,79.54755,10.0,9.342069927008508,12.995509430374655,17.388591418972297,22.5876778155102
BP-ULUNDURPET,TAMIL NADU,KALLAKURICHI,"Bharat Petroleum Companyu00a0Owner retail outlet, Next to Ulundurpet Toll, NH38, CHENNAI-TRICHY HIGHWAY, SENGURICHI VILLAGE, KALLAKURICHI Dt, TN-606115",11.71881,79.33575,10.0,8.04580720781983,11.873667335406363,16.295424901987396,20.30891057050906
BP-TRICHY,TAMIL NADU,TRICHY,"Bharat Petroleum Company owner retail outlet, S.No-489/5B, NH38, CHENNAI-TRICHY HIGHWAY, SANNAMANGALAM, Trichy, TN-621104",11.03248,78.80801,10.0,8.412806724729348,10.051058474123124,16.487940773210948,21.3007850746934
KARTHIK AGENCIES,TAMIL NADU,TRICHY,"Bharat Petroleum Dealers, S.No-456/6, 5B, NH38, CHENNAI-TRICHY HIGHWAY, SIRUGANUR, LALGUDI TK, Trichy, TN-621105",11.00462,78.78876,10.0,7.040723147475005,13.86326725161968,17.263264767518262,19.184873215440447
SRI RAJAN ENTERPRISES,TAMIL NADU,MADURAI,"Sri Rajan Enterprises, BPCL Dealers, Surakundu village, Melur - Madurai road, NH 38, Melur, Madurai 625106",10.02184,78.31352,10.0,9.38028334503209,13.038194408129105,16.89234001817478,18.49803845791871
BP-OTHAKKADAI,TAMIL NADU,MADURAI,"BP Othakadai, BPCL Retail Outlet, Kodikulam Village, Madurai - Melur NH 38, Madurai 625104",9.9445,78.15418,10.0,8.55326726644476,13.582900017608647,16.065452532063272,18.371185438623368
GJ | Ahmedabad | Abhinav Girls Hostel Bodakdev,Gujarat,Ahmedabad,"Bodakdev, Ahmedabad, Gujarat 380054",23.0580,72.5001,24.0,9.561928346022952,12.335798947554654,17.58549607184774,22.847644434761847
Hotel Bliss | Tirupati,Andhra Pradesh,Tirupathi,"Hotel Bliss, 19-3-45, Near Ramanuja Circle, Renigunta Rd, Tirupati, Andhra Pradesh 517501",13.6253731,79.4322333,11.0,7.853812453677278,10.763021009412393,15.18621514773807,20.247613949992836
Bhimas Residency Hotel ,Andhra Pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62754649,79.43056383,19.0,9.305678654651969,13.589385758750993,15.10865649977883,22.504562974612373
"Jayalakshmi Auto, Gudavalli",Andhra Pradesh,Vijayawada,"Jayalakshmi Auto Enterprises Pvt Ltd, Survey no 3/142 , Gudavalli Junction, Vijayawada rural, Krishna District ,521104",16.5129225,80.7497565,7.0,7.102051491364964,10.74018821821874,15.904422050716288,23.84935442068943
"Garuda Food Court, Komirepalle",Andhra Pradesh,Komirepalle,"NH 16 Gundugolanu, Komirepalle, Andhra Pradesh 534427",16.778579,81.221054,7.0,7.252267722077683,13.095978319140434,15.941093614196042,19.53090788368695
"Shiv Shanker Motors, Gajuwaka",Andhra Pradesh,Vizag,"Sobha Square, Vishwaswaraya Nagar, Gajuwaka, Vishakhapatanam-530012",17.68429,83.185923,7.0,7.508177376552682,13.320242280772296,16.58134641603092,20.889821421281052
"Shiv Shanker Motors, Kancharpalem",Andhra Pradesh,Vizag,"C 24, Industrail Estate, Kancharapalem, Vishakhapatnam u00e2u0080u0093 530010",17.738719,83.26258,7.0,9.679836088626066,11.511877743431635,16.500031440580464,23.702155419213714
"Croma u00e2u0080u0093 MVR Complex, Waltair Uplands",Andhra Pradesh,Vizag,"Ground & First floor, MVR # 10-1-39/B&C, Siripuram Cir, opp. Rock Park, Waltair Uplands, Visakhapatnam, Andhra Pradesh 530003",17.725417,83.315175,7.0,9.065555718416789,11.989785628903672,17.762552546791397,18.669579211405853
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",Andhra Pradesh,Vijayawada,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",16.5812639,80.5263493,7.0,8.316254460937923,10.187167855770664,15.5897322456358,21.29584807579313
"Highway Grand World, Chennai-Tirupati Highway NH 716",Andhra Pradesh,Tirupati,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",13.29360934,79.58170947,7.0,8.291194460075259,14.188889264185942,16.194872857831164,23.909672984676476
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Chittoor,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",13.37412051,79.09210293,7.0,9.985502469323428,13.181496308858378,17.99756076694234,22.15753397281873
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Gadanki,"NH140, Gadanki, Andhra Pradesh - 517112",13.4799438,79.1897903,7.0,8.647112742940866,14.738783469919074,16.878801756833195,18.65566515004584
"IOCL Sree Devi Prasad Services, Naamavaram",Andhra Pradesh,Naamavaram,"Naamavaram, Andhra Pradesh 531126",17.3736805,82.5862594,7.0,9.33697269891167,14.24318398279546,15.591326019536545,20.802597617435126
"Nandi Food Plaza, Nalagam palli",Andhra Pradesh,Chittoor,"NH 69 - 174 Nalagampalli Chittoor-Bangalore Highway Close to Bangarupalem, Village, Nalagam palli, Andhra Pradesh 517416",13.2035919,78.9415658,7.0,9.701969080042485,13.758878155697506,17.045329345099283,18.329973548855083
"River Bay Resorts, Gautami Ghat",Andhra Pradesh,Rajahmundry,"Hotel River Bay Resort, 5-1-36 to 43 Gautami Ghat, Rajahmundry-533101",16.9921196,81.7735774,7.0,7.870579351247098,14.892771634062141,16.770961739962033,20.269104965454886
"IOCL - KOORAPATI SERVICE STATION, Tirupati",Andhra Pradesh,Tirupati,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor-517502",13.6207096,79.3828146,7.0,9.09511211419925,14.209859872597532,17.094629437733285,19.120624880646414
"IOCL - Sai Krupa Filling Station, SH 26",Andhra Pradesh,Anantapur,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",15.1462972,77.3774561,7.0,7.359113025888177,10.716712974731767,16.451389536272814,18.64992579146026
"Sasya Auto Cars, Bellari X Roads - NH 44",Andhra Pradesh,Kurnool,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",15.8305662,78.0179892,7.0,8.280877261053709,12.991194551020465,15.977396026120314,19.625305214934915
"Sasya Automotives, Near EENADU Office - NH 44",Andhra Pradesh,Kurnool,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",15.8498643,78.0045003,7.0,8.987484182049634,10.72772162781059,17.564136597334592,18.830598726356936
"PNR Function Hall, Chennai-Ballary Highway",Andhra Pradesh,Proddatur,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360 ",14.7529922,78.5550768,7.0,8.628535846070815,10.866953599249172,15.51373270041023,18.35750706379323
IOCL - TIRUMALA AGENCIES,Andhra Pradesh,Peddapuram,"Sy No 164, Peddapuram Bye-Pass Village/Mandal, East Godavari-533437",17.0758862,82.1217314,7.0,8.995412096693151,12.057246328032498,15.9480194264355,21.307006052786203
Hotel JAS,Andhra Pradesh ,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39957297,82.68113802,19.0,7.338515163442503,10.405567327520911,16.87157452999759,20.810916041192336
"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",26.164406,91.715516,7.0,9.815589071234582,14.369077058064601,16.20373525433916,23.0185562604746
"Pragati Trading, NH 37",Assam,Jorhat,"NH37, Jorhat, Assam 785006",26.7470487,94.1680718,7.0,9.371622628189689,13.725102804323692,15.130988238406836,23.758240869726905
"Ashutosh Motors, Lokhra",Assam,Guwahati,"NH-37, Chariali, Lokhra, Guwahati, Assam 781028",26.111365,91.746149,7.0,9.29881816262538,14.947713288598727,15.179123685889957,19.191861919300653
"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",26.3123315,92.6401864,7.0,7.5658623170667365,11.069104840813878,15.167592924417614,21.872230937643575
"Sarawgi Motors, Saukuchi",Assam,Guwahati,"Sarusajai Stadium Garalia NH 37, Basistha, Saukuchi, near National Games Stadium, Assam 781040",26.111877,91.759799,7.0,8.22656598572928,13.731470875045536,15.804199702031031,19.20272448548101
